PUMA,HHINCOME,DENSITY,PROPTX99,RENT,farm,ownership,acreage,se.HHINCOME,se.DENSITY,se.PROPTX99,se.RENT,se.farm,se.ownership,se.acreage,AGE,sex,race,hisp,hs,ba,employed,se.AGE,se.sex,se.race,se.hisp,se.hs,se.ba,se.employed,treated,PScores,distance,weights,subclass
4702,101250.6649,3410.8,43.47934192,98.51379972,0,0.878926297,0.000385078,2076.03817,0,0.668087834,9.731555762,0,0.010560769,0.000385188,43.35107616,0.534924143,0.436224545,0.166745349,0.915838716,0.475140018,0.931364134,0.572769535,0.023607476,0.023155387,0.019742328,0.018043194,0.023439751,0.012540187,0,0.056517282,0.056517282,0.076033058,7
4801,68467.80931,341.4,23.35953563,67.24843776,0.012387986,0.825340395,0.03825432,1698.203709,0,0.62850311,7.042918428,0.004807793,0.014837244,0.007280554,43.45945135,0.581267383,0.844288373,0.223702903,0.889649239,0.166936791,0.945134762,0.550916405,0.024989021,0.020514651,0.022202014,0.014712717,0.015836137,0.013366888,0,1.94E-05,1.94E-05,0.076033058,7
4802,86097.80822,1188.4,37.96692116,85.34021079,0.005228856,0.863155935,0.012275148,2392.15391,0,0.848919034,10.37209512,0.002447463,0.013273271,0.003144801,42.17373391,0.559594226,0.75293016,0.19886071,0.873101834,0.365649629,0.971002731,0.513988252,0.023403181,0.02086537,0.020847746,0.01819503,0.022009141,0.011041211,0,0.056265182,0.056265182,0.076033058,7
4901,56835.73284,2308.8,22.05378754,149.4894409,0,0.763621442,0.004507815,1568.522687,0,0.783484496,16.20694883,0,0.018435392,0.002252093,44.62345999,0.535293509,0.642778756,0.220747489,0.880111813,0.238471892,0.924712703,0.672469689,0.027444661,0.026476987,0.023158863,0.017637674,0.021970056,0.01527799,0,0.000718527,0.000718527,0.076033058,7
4902,93274.84803,1286.6,41.22587537,71.13254875,0,0.892315994,0.001990637,2103.396154,0,0.712926712,7.312766313,0,0.009943842,0.001148895,43.61792105,0.548210526,0.828578947,0.145815789,0.924671053,0.358907895,0.952578947,0.480112154,0.021010131,0.017254293,0.017172286,0.0136406,0.019351925,0.00981997,0,0.008019142,0.008019142,0.076033058,7
5000,55448.50511,55,19.04207945,60.07604601,0.064066019,0.806755437,0.088604062,1395.794955,0,0.562702809,5.595093234,0.007991423,0.015538329,0.008789314,45.46121137,0.546567102,0.801783862,0.244575814,0.780937565,0.131010164,0.947500519,0.728953664,0.027954926,0.023018965,0.026321787,0.025034578,0.015734445,0.01448444,0,0.007836627,0.007836627,0.076033058,7
5100,60549.54813,92.2,22.9365936,110.7107476,0.074054698,0.765644659,0.15449308,1344.645042,0,0.604354251,9.031497855,0.006759791,0.014844097,0.009830459,43.69706226,0.562145571,0.785428237,0.225387314,0.861999415,0.2209734,0.955714703,0.555220184,0.023487779,0.021159212,0.020825316,0.017994384,0.019202079,0.009677448,0,1.77E-09,1.77E-09,0.076033058,7
5201,78819.06022,786.4,40.13042613,83.18830484,0.016214531,0.891566984,0.053300957,1253.621135,0,0.561563542,7.649510195,0.002925139,0.009391704,0.005709254,42.53240774,0.538225427,0.850298618,0.190389512,0.920967473,0.353011159,0.954802865,0.461750708,0.020835612,0.01674834,0.018729796,0.011769793,0.019160259,0.011238325,0,6.09E-06,6.09E-06,0.076033058,7
5202,103610.8481,2641.3,43.35641139,138.3864158,0,0.854497845,0.000588164,2159.475406,0,0.749893574,12.6142406,0,0.012338072,0.000588302,40.94966822,0.542573643,0.758710078,0.188725581,0.943106977,0.45583876,0.945103876,0.44829833,0.022575755,0.019256005,0.020731278,0.013934077,0.02220638,0.012515964,0,0.011245023,0.011245023,0.076033058,7
5301,76036.53768,4560.4,32.01941201,178.533899,0,0.800072592,0,2388.2498,0,0.832570368,16.83135656,0,0.016694188,0,38.81165809,0.61630538,0.511026179,0.441047165,0.775466898,0.302097377,0.94842726,0.488171975,0.022295049,0.023523258,0.023811074,0.020968943,0.020604524,0.010917608,0,0.644100693,0.644100693,9.2,6
5302,59031.33378,4353,20.7997369,210.2805368,0,0.684772969,0,2236.845705,0,1.002969075,16.90325391,0,0.022210993,0,39.12891954,0.617302682,0.465609195,0.449701149,0.778590038,0.337425287,0.926743295,0.507801443,0.024213098,0.024933982,0.025533225,0.022099357,0.023109996,0.013668079,0,0.024206115,0.024206115,0.076033058,7
5303,92349.90131,3146.5,40.27696605,124.3744095,0,0.861256795,0,2110.746825,0,0.677113555,11.00248226,0,0.011397747,0,41.49142068,0.542151437,0.683980964,0.29011714,0.908662779,0.494123141,0.962761677,0.404433842,0.01936571,0.018949661,0.018287155,0.011671374,0.019481954,0.007715784,0,0.055934104,0.055934104,0.076033058,7
5304,135399.6368,3793.6,47.99854409,213.8856535,0,0.82659336,0,4649.558052,0,0.950445154,22.45640796,0,0.014830603,0,43.21730083,0.58307915,0.813705216,0.124515329,0.941593858,0.681163728,0.967443003,0.511929684,0.021056777,0.019240761,0.016441171,0.013351538,0.021615144,0.007189117,0,0.089472886,0.089472886,0.076033058,7
5401,101838.444,940.7,43.31137447,105.1283999,0.005474191,0.885084979,0.01198972,2200.138429,0,0.636908197,10.14417657,0.001478493,0.009643065,0.002359162,43.32488496,0.57104882,0.70789411,0.197481071,0.917703998,0.419243955,0.967899243,0.373982206,0.017779518,0.01767319,0.015418087,0.010819908,0.01749295,0.00589078,0,0.01755123,0.01755123,0.076033058,7
